Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Discipline,Subdiscipline,Artistic Process,Anchor Standard,Description
Arts,Int.MU:H.Re7.2,Intermediate,5,8,Music,Harmonizing Instruments,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Describe how elements of music are manipulated and knowledge of the context (social and cultural) informs the response."
Arts,Nov.MU:H.Re8,Novice,5,8,Music,Harmonizing Instruments,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Through their use of elements and structures of music, creators and performers provide clues to their expressive intent.
Essential Question(s): How do we discern the musical creators' and performers' expressive intent?
Process Component(s): Interpret

Performance Standard(s):
Identify possible interpretations of the expressive intent and meaning of musical selections, referring to the elements of music, context (personal or social), and (when applicable) the setting of the text."
Arts,Int.MU:H.Re8,Intermediate,5,8,Music,Harmonizing Instruments,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Through their use of elements and structures of music, creators and performers provide clues to their expressive intent.
Essential Question(s): How do we discern the musical creators' and performers' expressive intent?
Process Component(s): Interpret

Performance Standard(s):
Identify and support possible interpretations of the expressive intent and meaning of musical selections, citing as evidence the treatment of the elements of music, context, and (when applicable) the setting of the text."
Arts,Nov.MU:H.Re9,Novice,5,8,Music,Harmonizing Instruments,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: The personal evaluation of musical work(s) and performance(s) is informed by analysis, interpretation, and established criteria.
Essential Question(s): How do we judge the quality of musical work(s) and performance(s)?
Process Component(s): Evaluate

Performance Standard(s):
Identify and describe how interest, experiences, and contexts (personal or social) effect the evaluation of music."
Arts,Int.MU:H.Re9,Intermediate,5,8,Music,Harmonizing Instruments,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: The personal evaluation of musical work(s) and performance(s) is informed by analysis, interpretation, and established criteria.
Essential Question(s): How do we judge the quality of musical work(s) and performance(s)?
Process Component(s): Evaluate

Performance Standard(s):
Explain the influence of experiences and contexts (personal, social, or cultural) on interest in and the evaluation of a varied repertoire of music."
Arts,Nov.MU:H.Cn10,Novice,5,8,Music,Harmonizing Instruments,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Musicians connect their personal interests, experiences, ideas, and knowledge to creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to creating, performing, and responding?
Process Component(s): Synthesize

Performance Standard(s):
Describe and demonstrate how personal interests relate to choices and intent when creating, performing, and responding to music."
Arts,Int.MU:H.Cn10,Intermediate,5,8,Music,Harmonizing Instruments,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Musicians connect their personal interests, experiences, ideas, and knowledge to creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to creating, performing, and responding?
Process Component(s): Synthesize

Performance Standard(s):
Explain and demonstrate how personal interests and knowledge relate to choices and intent when creating, performing, and responding to music."
Arts,Nov.MU:H.Cn11,Novice,5,8,Music,Harmonizing Instruments,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Musicians connect their personal interests, experiences, ideas, and knowledge to creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to creating, performing, and responding?
Process Component(s): Relate

Performance Standard(s):
Relate music to societal, cultural and historical contexts when creating, performing and responding."
Arts,Int.MU:H.Cn11,Intermediate,5,8,Music,Harmonizing Instruments,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Musicians connect their personal interests, experiences, ideas, and knowledge to creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to creating, performing, and responding?
Process Component(s): Relate

Performance Standard(s):
Explain the influence of societal, cultural and historical contexts when creating, performing and responding."
Arts,Nov.MU:E.Cr1,Novice,5,8,Music,Ensembles,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: The creative ideas, concepts, and feelings that influence musicians' work emerge from a variety of sources.
Essential Question(s): How do musicians generate creative ideas?
Process Component(s): Imagine

Performance Standard(s):
Compose and improvise melodic and rhythmic ideas or motives that reflect characteristic(s) of music or text(s) studied in rehearsal."
Arts,Int.MU:E.Cr1,Intermediate,5,8,Music,Ensembles,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: The creative ideas, concepts, and feelings that influence musicians' work emerge from a variety of sources.
Essential Question(s): How do musicians generate creative ideas?
Process Component(s): Imagine

Performance Standard(s):
Compose and improvise ideas for melodies and rhythmic passages based on characteristic(s) of music or text(s) studied in rehearsal."
Arts,Nov.MU:E.Cr2,Novice,5,8,Music,Ensembles,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Musicians' creative choices are influenced by their expertise, context, and expressive intent.
Essential Question(s): How do musicians make creative decisions?
Process Component(s): Plan and Make

Performance Standard(s):
a. Select and develop draft melodic and rhythmic ideas or motives that demonstrate understanding of characteristic(s) of music or text(s) studied in rehearsal.
b. Preserve draft compositions and improvisations through standard notation and audio recording."
Arts,Int.MU:E.Cr2,Intermediate,5,8,Music,Ensembles,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Musicians' creative choices are influenced by their expertise, context, and expressive intent.
Essential Question(s): How do musicians make creative decisions?
Process Component(s): Plan and Make

Performance Standard(s):
a. Select and develop draft melodies and rhythmic passages that demonstrate understanding of characteristic(s) of music or text(s) studied in rehearsal.
b. Preserve draft compositions and improvisations through standard notation and audio recording."
Arts,Nov.MU:E.Cr3.1,Novice,5,8,Music,Ensembles,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.1 Musicians evaluate, and refine their work through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their creative work?
Process Component(s): Evaluate and Refine

Performance Standard(s):
Evaluate and refine draft compositions and improvisations based on knowledge, skill, and teacher-provided criteria."
Arts,Int.MU:E.Cr3.1,Intermediate,5,8,Music,Ensembles,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.1 Musicians evaluate, and refine their work through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their creative work?
Process Component(s): Evaluate and Refine

Performance Standard(s):
Evaluate and refine draft compositions and improvisations based on knowledge, skill, and collaboratively-developed criteria."
Arts,Nov.MU:E.Cr3.2,Novice,5,8,Music,Ensembles,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.2 Musicians' presentation of creative work is the culmination of a process of creation and communication.
Essential Question(s): When is creative work ready to share?
Process Component(s): Present

Performance Standard(s):
Share personally-developed melodic and rhythmic ideas or motives- individually or as an ensemble-that demonstrate understanding of characteristics of music or texts studied in rehearsal."
Arts,Int.MU:E.Cr3.2,Intermediate,5,8,Music,Ensembles,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.2 Musicians' presentation of creative work is the culmination of a process of creation and communication.
Essential Question(s): When is creative work ready to share?
Process Component(s): Present

Performance Standard(s):
Share personally-developed melodies and rhythmic passages- individually or as an ensemble-that demonstrate understanding of characteristics of music or texts studied in rehearsal."
Arts,Nov.MU:E.Pr4.1,Novice,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.1 Performers' interest in and knowledge of musical works, understanding of their own technical skill, and the context for a performance influence the selection of repertoire.
Essential Question(s): How do performers select repertoire?
Process Component(s): Select

Performance Standard(s):
Select varied repertoire to study based on interest, music reading skills (where appropriate), an understanding of the structure of the music, context, and the technical skill of the individual or ensemble."
Arts,Int.MU:E.Pr4.1,Intermediate,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.1 Performers' interest in and knowledge of musical works, understanding of their own technical skill, and the context for a performance influence the selection of repertoire.
Essential Question(s): How do performers select repertoire?
Process Component(s): Select

Performance Standard(s):
Select a varied repertoire to study based on music reading skills (where appropriate), an understanding of formal design in the music, context, and the technical skill of the individual and ensemble."
Arts,Nov.MU:E.Pr4.2,Novice,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.2 Analyzing creators' context and how they manipulate elements of music provides insight into their intent and informs performance.
Essential Question(s): How does understanding the structure and context of musical works inform performance?
Process Component(s): Analyze

Performance Standard(s):
Demonstrate, using music reading skills where appropriate, how knowledge of formal aspects in musical works inform prepared or improvised performances."
Arts,Int.MU:E.Pr4.2,Intermediate,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.2 Analyzing creators' context and how they manipulate elements of music provides insight into their intent and informs performance.
Essential Question(s): How does understanding the structure and context of musical works inform performance?
Process Component(s): Analyze

Performance Standard(s):
Demonstrate, using music reading skills where appropriate, how the setting and formal characteristics of musical works contribute to understanding the context of the music in prepared or improvised performances."
Arts,Nov.MU:E.Pr4.3,Novice,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.3 Performers make interpretive decisions based on their understanding of context and expressive intent.
Essential Question(s): How do performers interpret musical works?
Process Component(s): Interpret

Performance Standard(s):
Identify expressive qualities in a varied repertoire of music that can be demonstrated through prepared and improvised performances."
Arts,Int.MU:E.Pr4.3,Intermediate,5,8,Music,Ensembles,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.3 Performers make interpretive decisions based on their understanding of context and expressive intent.
Essential Question(s): How do performers interpret musical works?
Process Component(s): Interpret

Performance Standard(s):
Demonstrate understanding and application of expressive qualities in a varied repertoire of music through prepared and improvised performances."
Arts,5.TH:Cr1,5,5,5,Theatre,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: Theatre artists rely on intuition, curiosity, culture, and critical inquiry.
Essential Question(s): What happens when theatre artists use their culture, imaginations and/or learned theatre skills while engaging in creative exploration and inquiry?
Process Component(s): Envision,Conceptualize

Performance Standard(s):
a. Identify physical qualities that might reveal a character's inner traits in the imagined world of a drama/theatre work.b. Imagine how a character's inner thoughts impact the story and given circumstances in a drama/ theatre work.c. Propose design ideas that support the story and given circumstances in a drama/theatre work."
Arts,Nov.MU:E.Re8,Novice,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Identify interpretations of the expressive intent and meaning of musical works, referring to the elements of music, contexts, and (when appropriate) the setting of the text."
Arts,Int.MU:E.Re8,Intermediate,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Identify and support interpretations of the expressive intent and meaning of musical works, citing as evidence, the treatment of the elements of music, contexts, and (when appropriate) the setting of the text."
Arts,Nov.MU:E.Re9,Novice,5,8,Music,Ensembles,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: The personal evaluation of musical work(s) and performance(s) is informed by analysis, interpretation, and established criteria.
Essential Question(s): How do we judge the quality of musical work(s) and performance(s)?
Process Component(s): Evaluate

Performance Standard(s):
Identify and describe the effect of interest, experience, analysis, and context on the evaluation of music."
Arts,Int.MU:E.Re9,Intermediate,5,8,Music,Ensembles,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: The personal evaluation of musical work(s) and performance(s) is informed by analysis, interpretation, and established criteria.
Essential Question(s): How do we judge the quality of musical work(s) and performance(s)?
Process Component(s): Evaluate

Performance Standard(s):
Explain the influence of experiences, analysis, and context on interest in and evaluation of music."
Arts,Nov.MU:E.Pr5,Novice,5,8,Music,Ensembles,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: To express their musical ideas, musicians analyze, evaluate, and refine their performance over time through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their performance?
Process Component(s): Rehearse, Evaluate, and Refine

Performance Standard(s):
Use self-reflection and peer feedback to refine individual and ensemble performances of a varied repertoire of music."
Arts,Int.MU:E.Pr5,Intermediate,5,8,Music,Ensembles,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: To express their musical ideas, musicians analyze, evaluate, and refine their performance over time through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their performance?
Process Component(s): Rehearse, Evaluate, and Refine

Performance Standard(s):
Develop strategies to address technical challenges in a varied repertoire of music and evaluate their success using feedback from ensemble peers and other sources to refine performances."
Arts,Nov.MU:E.Pr6,Novice,5,8,Music,Ensembles,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Musicians judge performance based on criteria that vary across time, place, and cultures. The context and how a work is presented influence audience response.
Essential Question(s): When is a performance judged ready to present? How do context and the manner in which musical work is presented influence audience response?
Process Component(s): Present

Performance Standard(s):
a. Demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music. 
b. Demonstrate an awareness of the context of the music through prepared and improvised performances."
Arts,Int.MU:E.Pr6,Intermediate,5,8,Music,Ensembles,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Musicians judge performance based on criteria that vary across time, place, and cultures. The context and how a work is presented influence audience response.
Essential Question(s): When is a performance judged ready to present? How do context and the manner in which musical work is presented influence audience response?
Process Component(s): Present

Performance Standard(s):
a. Demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music representing diverse cultures and styles. 
b. Demonstrate an understanding of the context of the music through prepared and improvised performances."
Arts,Nov.MU:E.Re7.1,Novice,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.1 Individuals' selection of musical works is influenced by their interests, experiences, understandings, and purposes.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Select

Performance Standard(s):
Identify reasons for selecting music based on characteristics found in the music, connection to interest, and purpose or context."
Arts,Int.MU:E.Re7.1,Intermediate,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.1 Individuals' selection of musical works is influenced by their interests, experiences, understandings, and purposes.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Select

Performance Standard(s):
Explain reasons for selecting music citing characteristics found in the music and connections to interest, purpose, and context."
Arts,Nov.MU:E.Re7.2,Novice,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Identify how knowledge of context and the use of repetition, similarities, and contrasts inform the response to music."
Arts,Int.MU:E.Re7.2,Intermediate,5,8,Music,Ensembles,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Describe how understanding context and the way the elements of music are manipulated inform the response to music."
Arts,5.TH:Cr2,5,5,5,Theatre,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Theatre artists work to discover different ways of communicating meaning.
Essential Question(s): How, when, and why do theatre artists' choices change?
Process Component(s): Develop

Performance Standard(s):
a. Devise original ideas for a drama/theatre work that reflect collective inquiry about characters and their given circumstances
b. Participate in defined responsibilities required to present a drama/theatre work informally to an audience."
Arts,5.TH:Cr3,5,5,5,Theatre,,Creating,3: Refine and complete artistic work,"Enduring Understanding: Theatre artists refine their work and practice their craft through rehearsal.
Essential Question(s): How do theatre artists transform and edit their initial ideas?
Process Component(s): Rehearse

Performance Standard(s):
a. Revise and refine an improvised or scripted drama/theatre work through rehearsal, collaborative review, and reflection.
b. Use physical and vocal exploration for character development in a devised or scripted drama/theatre work.
c. Create innovative solutions to design and technical theatre element problems that arise in rehearsal for a drama/theatre work."
Arts,5.TH:Pr4,5,5,5,Theatre,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Theatre artists make strong choices to effectively convey meaning.
Essential Question(s): Why are strong choices essential to interpreting a drama or theatre piece?
Process Component(s): Select

Performance Standard(s):
a. Describe the underlying thoughts and emotions that create dialogue and action in a drama/theatre work.
b. Use physical choices to create meaning in a drama/theatre work."
Arts,5.TH:Pr5,5,5,5,Theatre,,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Theatre artists develop personal processes and skills for a performance or design.
Essential Question(s): What can I do to fully prepare a performance or technical design?
Process Component(s): Prepare

Performance Standard(s):
a. Choose acting exercises that can be applied to a drama/theatre work.
b. Demonstrate the use of technical theatre elements in a drama/theatre work."
Arts,Nov.MU:E.Cn11,Novice,5,8,Music,Ensembles,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Musicians connect societal, cultural, and historical contexts when creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to societal, cultural, and historical contexts when creating, performing, and responding?
Process Component(s): Relate

Performance Standard(s):
Relate music to societal, cultural, and historical contexts when creating, performing, and responding."
Arts,Int.MU:E.Cn11,Intermediate,5,8,Music,Ensembles,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Musicians connect societal, cultural, and historical contexts when creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to societal, cultural, and historical contexts when creating, performing, and responding?
Process Component(s): Relate

Performance Standard(s):
Explain the influence of societal, cultural, and historical contexts when creating, performing, and responding to music."
Arts,5.TH:Pr6,5,5,5,Theatre,,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Theatre artists share and present stories, ideas, and envisioned worlds to explore the human experience in diverse cultures.
Essential Question(s): What happens when theatre artists and audiences share a creative experience?
Process Component(s): Share, Present

Performance Standard(s):
Present drama/theatre work to an audience."
Arts,5.TH:Re7,5,5,5,Theatre,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: Theatre artists reflect to understand the impact of drama processes and theatre experiences.
Essential Question(s): How do theatre artists comprehend the essence of drama processes and theatre experiences?
Process Component(s): Reflect

Performance Standard(s):
Explain personal reactions to artistic choices made in a drama/theatre work through participation and observation."
Arts,5.TH:Re8,5,5,5,Theatre,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Theatre artists' interpretations of drama/theatre work are influenced by personal experiences, culture, and aesthetics.
Essential Question(s): How can the same work of art communicate different messages to different people?
Process Component(s): Interpret

Performance Standard(s):
a. Justify responses based on personal experiences when participating in or observing a drama/theatre work.
b. Explain responses to characters based on cultural contexts when participating in or observing drama/theatre work.
c. Investigate the effects of emotions on posture, gesture, breathing, and vocal intonation in a drama/theatre work."
Arts,5.TH:Re9,5,5,5,Theatre,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: Theatre artists apply criteria to understand, explore, and assess drama and theatre work.
Essential Question(s): How do analysis and synthesis impact the theatre artist's process and audience's perspectives?
Process Component(s): Evaluate

Performance Standard(s):
a. Develop multiple criteria to evaluate drama/theatre work.
b. Analyze and evaluate a character's circumstances in a drama/theatre work from an audience perspective.
c. Assess how technical theatre elements represent the theme of a drama/theatre work."
Arts,5.TH:Cn10,5,5,5,Theatre,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Theatre artists allow awareness of interrelationships between self and others to influence and inform their work.
Essential Question(s): What happens when theatre artists foster understanding between self and others through critical awareness, social responsibility, and the exploration of empathy?
Process Component(s): Empathize

Performance Standard(s):
Explain how drama/theatre connects oneself to a community or culture."
Arts,5.TH:Cn11.1,5,5,5,Theatre,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: 11.1 Theatre artists understand and can communicate through their creative process as they analyze the way the world may be understood.
Essential Question(s): What happens when theatre artists allow an understanding of themselves and the world to inform perceptions about theatre and the purpose of their work?
Process Component(s): Interrelate

Performance Standard(s):
a. Investigate historical, global and social issues expressed in drama/theatre work.
b. Explore the ethical responsibilities to oneself and others when observing and performing."
Arts,5.TH:Cn11.2,5,5,5,Theatre,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: 11.2 Theatre artists critically inquire into the ways others have thought about and created drama processes and productions to inform their own work.
Essential Question(s): In what ways can research into theatre histories, theories, literature, and performances alter the way a drama process or production is understood?
Process Component(s): Research

Performance Standard(s):
a. Analyze commonalities and differences between stories set in different cultures in preparation for a drama/theatre work.
b. Identify historical sources that explain drama/theatre terminology and conventions."
Arts,5.VA:Cr1.1,5,5,5,Visual Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: 1.1 Creativity and innovative thinking are essential life skills that can be developed.
Essential Question(s): What conditions, attitudes, and behaviors support creativity and innovative thinking? What factors prevent or encourage people to take creative risks? How does collaboration expand the creative process?
Process Component(s): Imagine, Plan, Make

Performance Standard(s):
Combine ideas to generate an innovative idea for art-making."
Arts,5.VA:Cr1.2,5,5,5,Visual Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: 1.2 Artists and designers shape artistic investigations, following or breaking with traditions in pursuit of creative artmaking goals.
Essential Question(s): How does knowing the contexts, histories, and traditions of art forms help us create works of art and design? Why do artists follow or break from established traditions? How do artists determine what resources and criteria are needed to formulate artistic
Process Component(s): Imagine, Plan, Make

Performance Standard(s):
Identify and demonstrate diverse methods of artistic investigation to choose an approach for beginning a work of art."
Arts,5.VA:Cr2.1,5,5,5,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.1 Artists and designers experiment with forms, structures, materials, concepts, media, and art-making approaches.
Essential Question(s): How do artists work? How do artists and designers determine whether a particular direction in their work is effective? How do artists and designers learn from trial and error?
Process Component(s): Investigate

Performance Standard(s):
Experiment and develop skills in multiple art-making techniques and approaches through practice."
Arts,5.VA:Cr2.2,5,5,5,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.2 Artists and designers balance experimentation and safety, freedom and responsibility while developing and creating artworks.
Essential Question(s): How do artists and designers care for and maintain materials, tools, and equipment? Why is it important for safety and health to understand and follow correct procedures in handling materials, tools, and equipment? What responsibilities come with the free
Process Component(s): Investigate

Performance Standard(s):
Demonstrate quality craftsmanship through care for and use of materials, tools, and equipment."
Arts,5.VA:Cr2.3,5,5,5,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.3 People create and interact with objects, places, and design that define, shape, enhance, and empower their lives.
Essential Question(s): How do objects, places, and design shape lives and communities? How do artists and designers determine goals for designing or redesigning objects, places, or systems? How do artists and designers create works of art or design that communicate effectively?
Process Component(s): Investigate

Performance Standard(s):
Identify, describe, and visually document places and/or objects of personal significance."
Arts,5.VA:Cr3,5,5,5,Visual Arts,,Creating,3: Refine and complete artistic work,"Enduring Understanding: Artists and designers develop excellence through practice and constructive critique to reflect on, revise, and refine work over time.
Essential Question(s): What role does persistence play in revising, refining, and developing work? How do artists grow and become accomplished in art forms? How does collaboratively reflecting on a work help us experience it more completely?
Process Component(s): Reflect, Refine, Revise

Performance Standard(s):
Use art vocabulary to describe personal choices in artmaking and in creating artist statements."
Arts,5.VA:Pr4,5,5,5,Visual Arts,,Presenting (Visual Arts only),"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Artists and other presenters consider various techniques, methods, venues, and criteria when analyzing, selecting, and curating objects artifacts, and artworks for preservation and presentation.
Essential Question(s): How are artworks cared for and by whom? What criteria, methods, and processes are used to select work for preservation or presentation? Why do people value objects, artifacts, and artworks, and select them for presentation?
Process Component(s): Select, Analyze

Performance Standard(s):
Define the roles and responsibilities of a curator, explaining the skills and knowledge needed in preserving, maintaining, and presenting objects, artifacts, and artwork."
Arts,5.VA:Pr5,5,5,5,Visual Arts,,Presenting (Visual Arts only),5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Artists, curators and others consider a variety of factors and methods including evolving technologies when preparing and refining artwork for display and or when deciding if and how to preserve and protect it.
Essential Question(s): What methods, processes and criteria are considered when preparing artwork for presentation, preservation, portfolio, or collection? How does assessing choices for presentation affect its meaning to the viewer?
Process Component(s): Prepare

Performance Standard(s):
Develop a logical argument for safe and effective use of materials and techniques for preparing and presenting artwork."
Arts,5.VA:Pr6,5,5,5,Visual Arts,,Presenting (Visual Arts only),6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Objects, artifacts, and artworks collected, preserved, or presented either by artists, museums, or other venues communicate meaning and a record of social, cultural, and political experiences resulting in the cultivating of appreciation and understanding.
Essential Question(s): What is an art museum? How does the presenting and sharing of objects, artifacts, and artworks influence and shape ideas, beliefs, and experiences? How do objects, artifacts, and artworks that are collected, preserved, or presented, cultivate appreciation
Process Component(s): Present

Performance Standard(s):
Cite evidence about how an exhibition in a museum or other venue presents ideas and provides information about a specific concept or topic."
Arts,5.VA:Re7.1,5,5,5,Visual Arts,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.1 Individual aesthetic and empathetic awareness developed through engagement with art can lead to understanding and appreciation of self, others, the natural world, and constructed environments.
Essential Question(s): How do life experiences influence the way you relate to art? How does learning about art impact how we perceive the world? What can we learn from our responses to art?
Process Component(s): Perceive

Performance Standard(s):
Compare one's own interpretation of a work of art with the interpretation of others."
Arts,5.VA:Re7.2,5,5,5,Visual Arts,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.2 Visual imagery influences understanding of and responses to the world.
Essential Question(s): What is an image? Where and how do we encounter images in our world? How do images influence our views of the world?
Process Component(s): Perceive, Analyze

Performance Standard(s):
Identify and analyze cultural associations suggested by visual imagery."
Arts,5.VA:Re8,5,5,5,Visual Arts,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: People gain insights into meanings of artworks by engaging in the process of art criticism.
Essential Question(s): What is the value of engaging in the process of art criticism? How can the viewer ""read"" a work of art as text? How does knowing and using visual arts vocabularies help us understand and interpret works of art?
Process Component(s): Interpret

Performance Standard(s):
Interpret art by analyzing characteristics of form and structure, contextual information, subject matter, visual elements, and use of media to identify ideas and mood conveyed."
Arts,5.VA:Re9,5,5,5,Visual Arts,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: People evaluate art based on various criteria.
Essential Question(s): How does one determine criteria to evaluate a work of art? How and why might criteria vary? How is a personal preference different from an evaluation?
Process Component(s): Evaluate

Performance Standard(s):
Recognize differences in criteria used to evaluate works of art depending on styles, genres, and media as well as historical and cultural contexts."
Arts,5.VA:Cn10,5,5,5,Visual Arts,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Through artmaking, people make meaning by investigating and developing awareness of perceptions, knowledge, and experiences.
Essential Question(s): How does engaging in creating art enrich people's lives? How does making art attune people to their surroundings? How do people contribute to awareness and understanding of their lives and the lives of their communities through artmaking?
Process Component(s): Synthesize

Performance Standard(s):
Apply formal and conceptual vocabularies of art and design to view surroundings in new ways through artmaking."
Arts,5.VA:Cn11,5,5,5,Visual Arts,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: People develop ideas and understandings of society, culture, and history through their interactions with and analysis of art.
Essential Question(s): How does art help us understand the lives of people of different times, places, and cultures? How is art used to impact the views of a society? How does art preserve aspects of life?
Process Component(s): Relate

Performance Standard(s):
Identify how art is used to inform or change beliefs, values, or behaviors of an individual or society."
