Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Subject Area,Domain,Cluster,Description
English Language Arts,W.6.2,6,6,6,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.
a. Introduce a topic or thesis statement; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension. CA
b. Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.
c. Use appropriate transitions to clarify the relationships among ideas and concepts.
d. Use precise language and domain-specific vocabulary to inform about or explain the topic.
e. Establish and maintain a formal style.
f. Provide a concluding statement or section that follows from the information or explanation presented."
English Language Arts,W.6.3,6,6,6,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.
a. Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
b. Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.
c. Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.
d. Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events.
e. Provide a conclusion that follows from the narrated experiences or events."
English Language Arts,W.6.4,6,6,6,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
English Language Arts,W.6.5,6,6,6,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 6.)"
English Language Arts,W.6.6,6,6,6,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
English Language Arts,W.6.7,6,6,6,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
English Language Arts,W.6.8,6,6,6,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources."
English Language Arts,W.6.9,6,6,6,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Draw evidence from literary or informational texts to support analysis, reflection, and research.
a. Apply grade 6 Reading standards to literature (e.g., ""Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics"").
b. Apply grade 6 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"")."
English Language Arts,WHST.6-8.1,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
Write arguments focused on discipline-specific content.
a. Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.
b. Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.
c. Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.
d. Establish and maintain a formal style.
e. Provide a concluding statement or section that follows from and supports the argument presented."
English Language Arts,WHST.6-8.10,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Range of Writing,"Standard:
Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English Language Arts,WHST.6-8.2,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes.
a. Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.
b. Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.
c. Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
d. Use precise language and domain-specific vocabulary to inform about or explain the topic.
e. Establish and maintain a formal style and objective tone.
f. Provide a concluding statement or section that follows from and supports the information or explanation presented."
English Language Arts,WHST.6-8.3,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
(See note; not applicable as a separate requirement)"
English Language Arts,WHST.6-8.4,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English Language Arts,WHST.6-8.5,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
English Language Arts,WHST.6-8.6,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently."
English Language Arts,WHST.6-8.7,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
English Language Arts,WHST.6-8.8,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Gather relevant information from multiple print and digital sources (primary and secondary), using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation. CA"
English Language Arts,WHST.6-8.9,"6-8	",6,8,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Draw evidence from informational texts to support analysis reflection, and research."
English Language Arts,L.7.1,7,7,7,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
a. Explain the function of phrases and clauses in general and their function in specific sentences.
b. Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.
c. Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*

Footnote:
Beginning in grade 3, skills and understandings that are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking are marked with an asterisk (*)."
English Language Arts,L.7.2,7,7,7,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
a. Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt).
b. Spell correctly."
English Language Arts,L.7.3,7,7,7,English Language Arts (6-12),Language,Knowledge of Language,"Standard:
Use knowledge of language and its conventions when writing, speaking, reading, or listening.
a. Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*

Footnote:
Beginning in grade 3, skills and understandings that are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking are marked with an asterisk (*)."
English Language Arts,L.7.4,7,7,7,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.
a. Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.
b. Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel).
c. Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech or trace the etymology of words. CA
d. Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English Language Arts,L.7.5,7,7,7,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
a. Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.
b. Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.
c. Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
English Language Arts,L.7.6,7,7,7,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression."
English Language Arts,RI.7.1,7,7,7,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text."
English Language Arts,RI.7.10,7,7,7,English Language Arts (6-12),Reading: Informational Text,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English Language Arts,RI.7.2,7,7,7,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text."
English Language Arts,RI.7.3,7,7,7,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."
English Language Arts,RI.7.4,7,7,7,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone. (See grade 7 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RI.7.5,7,7,7,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.
a. Analyze the use of text features (e.g., graphics, headers, captions) in public documents. CA"
English Language Arts,RI.7.6,7,7,7,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others."
English Language Arts,RI.7.7,7,7,7,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium's portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."
English Language Arts,RI.7.8,7,7,7,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."
English Language Arts,RI.7.9,7,7,7,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts."
English Language Arts,RL.7.1,7,7,7,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text."
English Language Arts,RL.7.10,7,7,7,English Language Arts (6-12),Reading: Literature,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English Language Arts,RL.7.2,7,7,7,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text."
English Language Arts,RL.7.3,7,7,7,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot)."
English Language Arts,RL.7.4,7,7,7,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama. (See grade 7 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RL.7.5,7,7,7,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Analyze how a drama's or poem's form or structure (e.g., soliloquy, sonnet) contributes to its meaning."
English Language Arts,RL.7.6,7,7,7,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Analyze how an author develops and contrasts the points of view of different characters or narrators in a text."
English Language Arts,RL.7.7,7,7,7,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."
English Language Arts,RL.7.8,7,7,7,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
(Not applicable to literature)"
English Language Arts,RL.7.9,7,7,7,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."
English Language Arts,SL.7.1,7,7,7,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.
a. Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
b. Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.
c. Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
d. Acknowledge new information expressed by others and, when warranted, modify their own views."
English Language Arts,SL.7.2,7,7,7,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
English Language Arts,SL.7.3,7,7,7,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Delineate a speaker's argument and specific claims, and attitude toward the subject, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence. CA"
English Language Arts,SL.7.4,7,7,7,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Present claims and findings (e.g., argument, narrative, summary presentations), emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation. CA
a. Plan and present an argument that: supports a claim, acknowledges counterarguments, organizes evidence logically, uses words and phrases to create cohesion, and provides a concluding statement that supports the argument presented. CA"
English Language Arts,SL.7.5,7,7,7,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points."
English Language Arts,SL.7.6,7,7,7,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 for specific expectations.)"
English Language Arts,W.7.1,7,7,7,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write arguments to support claims with clear reasons and relevant evidence.
a. Introduce claim(s), acknowledge and address alternate or opposing claims, and organize the reasons and evidence logically. CA
b. Support claim(s) or counterarguments with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text. CA
c. Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.
d. Establish and maintain a formal style.
e. Provide a concluding statement or section that follows from and supports the argument presented."
English Language Arts,W.7.10,7,7,7,English Language Arts (6-12),Writing,Range of Writing,"Standard:
Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English Language Arts,W.7.2,7,7,7,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.
a. Introduce a topic or thesis statement clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/ contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension. CA
b. Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.
c. Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
d. Use precise language and domain-specific vocabulary to inform about or explain the topic.
e. Establish and maintain a formal style.
f. Provide a concluding statement or section that follows from and supports the information or explanation presented."
English Language Arts,W.7.3,7,7,7,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.
a. Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfoldds naturally and logically.
b. Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.
c. Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.
d. Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.
e. Provide a conclusion that follows from and reflects on the narrated experiences or events."
English Language Arts,W.7.4,7,7,7,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
English Language Arts,W.7.5,7,7,7,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 7.)"
English Language Arts,W.7.6,7,7,7,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
English Language Arts,W.7.7,7,7,7,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
English Language Arts,W.7.8,7,7,7,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
English Language Arts,W.7.9,7,7,7,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Draw evidence from literary or informational texts to support analysis, reflection, and research.
a. Apply grade 7 Reading standards to literature (e.g., ""Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history"").
b. Apply grade 7 Reading standards to literary nonfiction (e.g. ""Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims"")."
English Language Arts,L.8.1,8,8,8,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
a. Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.
b. Form and use verbs in the active and passive voice.
c. Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.
d. Recognize and correct inappropriate shifts in verb voice and mood.*

Footnote:
Beginning in grade 3, skills and understandings that are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking are marked with an asterisk (*)."
English Language Arts,L.8.2,8,8,8,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
a. Use punctuation (comma, ellipsis, dash) to indicate a pause or break.
b. Use an ellipsis to indicate an omission.
c. Spell correctly."
English Language Arts,L.8.3,8,8,8,English Language Arts (6-12),Language,Knowledge of Language,"Standard:
Use knowledge of language and its conventions when writing, speaking, reading, or listening.
a. Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
English Language Arts,L.8.4,8,8,8,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.
a. Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.
b. Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede).
c. Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech or trace the etymology of words. CA
d. Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English Language Arts,L.8.5,8,8,8,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
a. Interpret figures of speech (e.g. verbal irony, puns) in context.
b. Use the relationship between particular words to better understand each of the words.
c. Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
English Language Arts,L.8.6,8,8,8,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Acquire and use accurately grade-appropriate general academic and domain-specific words and   gather vocabulary knowledge when considering a word or phrase important to comprehension or expression."
English Language Arts,RI.8.1,8,8,8,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text."
English Language Arts,RI.8.10,8,8,8,English Language Arts (6-12),Reading: Informational Text,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6-8 text complexity band independently and proficiently."
English Language Arts,RI.8.2,8,8,8,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text."
English Language Arts,RI.8.3,8,8,8,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories)."
English Language Arts,RI.8.4,8,8,8,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts. (See grade 8 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RI.8.5,8,8,8,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.
a. Analyze the use of text features (e.g., graphics, headers, captions) in consumer materials. CA"
English Language Arts,RI.8.6,8,8,8,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine an author's point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints."
English Language Arts,RI.8.7,8,8,8,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."
English Language Arts,RI.8.8,8,8,8,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced."
English Language Arts,RI.8.9,8,8,8,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation."
English Language Arts,RL.8.1,8,8,8,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text."
English Language Arts,RL.8.10,8,8,8,English Language Arts (6-12),Reading: Literature,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently."
English Language Arts,RL.8.2,8,8,8,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text."
English Language Arts,RL.8.3,8,8,8,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Analyze how particular lines of dialogue of incidents in a story or drama propel the action, revel aspects of a character, or provoke a decision."
English Language Arts,RL.8.4,8,8,8,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts. (See grade 8 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RL.8.5,8,8,8,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Compare and contrast the structure of two or more texts and analyze how the differing structure of  each text contributes to its meaning and style."
English Language Arts,RL.8.6,8,8,8,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor."
English Language Arts,RL.8.7,8,8,8,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors."
English Language Arts,RL.8.8,8,8,8,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
(Not applicable to literature)"
English Language Arts,RL.8.9,8,8,8,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new."
English Language Arts,SL.8.1,8,8,8,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.
a. Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
b. Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.
c. Pose questions that connect the ideas of several speakers and respond to others' questions and comments with relevant evidence, observations, and ideas.
d. Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
English Language Arts,SL.8.2,8,8,8,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."
English Language Arts,SL.8.3,8,8,8,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced."
