Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Content Area,Overarching Content Standard,Description
Health Education,5.4.1.P,Grade 5,5,5,Personal and Community Health,4: Interpersonal Communication,"Standard:
Practice effective communication skills to seek help for health-related problems or emergencies."
Health Education,5.4.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Use healthy and respectful ways to express friendship, attraction, and affection.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.4.3.G,Grade 5,5,5,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Demonstrate refusal skills to protect personal boundaries.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.5.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Describe the importance of identifying personal boundaries.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.5.1.N,Grade 5,5,5,Nutrition and Physical Activity,5: Decision Making,"Standard:
Use a decision-making process to identify healthy foods for meals and snacks."
Health Education,5.5.1.P,Grade 5,5,5,Personal and Community Health,5: Decision Making,"Standard:
Use a decision-making process to determine personal choices that promote personal, environmental, and community health."
Health Education,5.5.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Analyze why it is safe to be a friend to someone who is living with HIV or AIDS.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.5.2.N,Grade 5,5,5,Nutrition and Physical Activity,5: Decision Making,"Standard:
Use a decision-making process to determine activities that increase physical fitness."
Health Education,5.5.2.P,Grade 5,5,5,Personal and Community Health,5: Decision Making,"Standard:
Use a decision-making process to determine when medical assistance is needed."
Health Education,5.5.3.N,Grade 5,5,5,Nutrition and Physical Activity,5: Decision Making,"Standard:
Compare personal eating and physical activity patterns with current age-appropriate guidelines."
Health Education,5.6.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Identify steps to achieve and maintain a healthy and accurate body image.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.6.1.N,Grade 5,5,5,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Monitor personal progress toward a nutritional goal."
Health Education,5.6.1.P,Grade 5,5,5,Personal and Community Health,6: Goal Setting,"Standard:
Monitor progress toward a goal to help protect the environment."
Health Education,5.6.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Develop plans to maintain personal hygiene during puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.6.2.N,Grade 5,5,5,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Monitor personal progress toward a physical activity goal."
Health Education,5.6.2.P,Grade 5,5,5,Personal and Community Health,6: Goal Setting,"Standard:
Monitor progress toward a personal health goal."
Health Education,5.7.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Engage in behaviors that promote healthy growth and development during puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.7.1.N,Grade 5,5,5,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Identify ways to choose healthy snacks based on current research-based guidelines."
Health Education,5.7.1.P,Grade 5,5,5,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice good personal and dental hygiene."
Health Education,5.7.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Describe ways people can protect themselves against serious bloodborne communicable diseases.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.7.2.N,Grade 5,5,5,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate how to prepare a healthy meal or snack using sanitary food preparation and storage practices."
Health Education,5.7.2.P,Grade 5,5,5,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate personal responsibility for health habits."
Health Education,5.7.3.N,Grade 5,5,5,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate the ability to balance food intake and physical activity."
Health Education,5.7.3.P,Grade 5,5,5,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice strategies to protect against the harmful effects of the sun."
Health Education,5.7.4.N,Grade 5,5,5,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate the ability to assess personal physical activity levels."
Health Education,5.8.1.N,Grade 5,5,5,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Encourage and promote healthy eating and increased physical activity opportunities at school and in the community."
Health Education,5.8.1.P,Grade 5,5,5,Personal and Community Health,8: Health Promotion,"Standard:
Encourage others to minimize pollution in the environment."
Health Education,6.1.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain short- and long-term effects of alcohol, tobacco, inhalant, and other drug use, including social, legal, and economic implications."
Health Education,6.1.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the signs, causes, and health effects of stress, loss, and depression."
Health Education,6.1.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain methods to reduce conflict, harassment, and violence."
Health Education,6.1.2.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify positive alternatives to alcohol, tobacco, and other drug use."
Health Education,6.1.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Summarize feelings and emotions associated with loss and grief."
Health Education,6.1.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe basic first aid and emergency procedures, including those for accidental loss of or injuries to teeth."
Health Education,6.1.3.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Differentiate between the use and misuse of prescription and nonprescription medicines."
Health Education,6.1.3.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Discuss how emotions change during adolescence."
Health Education,6.1.3.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe the risks of gang involvement."
Health Education,6.1.4.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify the benefits of a tobacco-free environment."
Health Education,6.1.4.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the importance of being aware of one's emotions."
Health Education,6.1.4.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Examine disaster preparedness plans for the home and school."
Health Education,6.1.5.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the dangers of secondhand smoke."
Health Education,6.1.5.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the importance of being empathetic to individual differences, including people with disabilities and chronic diseases."
Health Education,6.1.5.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Examine the risks of possessing a weapon at home, at school, and in the community.[1]

Footnote:
[1] See Education Code (EC) Section 49330 and the Glossary for the legal definition of a weapon."
Health Education,6.1.6.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the stages of drug dependence and addiction and the effects of drugs on the adolescent brain."
Health Education,6.1.6.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Explain why getting help for mental, emotional, and social health problems is appropriate and necessary."
Health Education,6.1.6.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Examine safety procedures when using public transportation and traveling in vehicles."
Health Education,6.1.7.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify the effects of alcohol, tobacco, and other drug use on physical activity, including athletic performance."
Health Education,6.1.7.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the importance of setting personal boundaries for privacy, safety, and expressions of emotions and opinions."
Health Education,6.1.7.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Discuss safety hazards related to Internet usage."
Health Education,6.1.8.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the similarities between types of violent behaviors (e.g., bullying, hazing, fighting, and verbal abuse)."
Health Education,6.1.8.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe hazards related to sun, water, and ice."
Health Education,6.1.9.M,Grade 6,6,6,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Discuss the harmful effects of violent behaviors."
Health Education,6.1.9.S,Grade 6,6,6,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe how the presence of weapons increases the risk of serious violent injuries.[2]

Footnote:
[2] EC Section 49330."
Health Education,6.2.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Describe internal influences that affect the use of alcohol, tobacco, and other drugs."
Health Education,6.2.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Analyze the external and internal influences on mental, emotional, and social health."
Health Education,6.2.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze the role of self and others in causing or preventing injuries."
Health Education,6.2.2.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Analyze the influence of marketing and advertising techniques, including the use of role models and how they affect use of alcohol, tobacco, and other drugs."
Health Education,6.2.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze influences on both safe and violent behaviors."
Health Education,6.2.3.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Analyze how impaired judgment and other effects of using alcohol or marijuana impact personal safety, relationships with friends and families, school success, and attainment of present and future goals."
Health Education,6.2.3.S,Grade 6,6,6,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze personal behaviors that may lead to injuries or cause harm."
Health Education,6.2.4.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Explain how culture and media influence the use of alcohol and other drugs."
Health Education,6.3.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",3: Accessing Valid Health Information,"Standard:
Identify sources of valid information regarding alcohol, tobacco, and other drug use and abuse."
Health Education,6.3.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Identify sources of valid information and services for getting help with mental, emotional, and social health problems."
Health Education,6.3.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Identify rules and laws intended to prevent injuries."
Health Education,6.3.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Discuss the importance of getting help from a trusted adult when it is needed."
Health Education,6.3.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Demonstrate the ability to ask a trusted adult for help when feeling personally threatened or unsafe, including while using the Internet."
Health Education,6.4.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Use effective verbal communication skills to avoid situations where alcohol, tobacco, and other drugs are being used."
Health Education,6.4.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Practice asking for help with mental, emotional, or social health problems from trusted adults."
Health Education,6.4.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Practice effective communication skills to prevent and avoid risky situations."
Health Education,6.4.2.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Demonstrate effective verbal and nonverbal refusal skills to resist the pressure to use alcohol, tobacco, and other drugs."
Health Education,6.4.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Describe how prejudice, discrimination, and bias can lead to violence."
Health Education,6.4.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Explain the importance of immediately reporting a weapon that is found or is in the possession of peers.[3]

Footnote:
[3] EC Section 49330."
Health Education,6.4.3.M,Grade 6,6,6,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Demonstrate ways to communicate respect for diversity."
Health Education,6.4.3.S,Grade 6,6,6,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate escape strategies for situations in which weapons or other dangerous objects are present.[4]

Footnote:
[4] EC Section 49330."
Health Education,6.4.4.M,Grade 6,6,6,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Demonstrate the ability to use steps of conflict resolution."
Health Education,6.4.4.S,Grade 6,6,6,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Practice communication and refusal skills to avoid gang involvement."
Health Education,6.5.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Analyze how decisions to use alcohol, tobacco, and other drugs will affect relationships with friends and family."
Health Education,6.5.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Apply a decision-making process to enhance health."
Health Education,6.5.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Use a decision-making process to determine a safe course of action in risky situations."
Health Education,6.5.2.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Analyze the kinds of situations involving alcohol, tobacco, and other drugs for which help from an adult should be requested."
Health Education,6.5.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Describe situations for which someone should seek help with stress, loss, and depression."
Health Education,6.5.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Use a decision-making process to determine appropriate strategies for responding to bullying and harassment."
Health Education,6.5.3.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Analyze the legal, emotional, social, and health consequences of using alcohol and other drugs."
Health Education,6.5.3.M,Grade 6,6,6,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Compare and contrast being angry and angry behavior, and discuss the consequences."
Health Education,6.6.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",6: Goal Setting,"Standard:
Develop personal goals to remain drug-free."
Health Education,6.6.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Make a plan to prevent and manage stress."
Health Education,6.6.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Develop a personal plan to remain safe and injury-free."
Health Education,6.6.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Describe how personal goals can be affected if violence is used to solve problems."
Health Education,6.6.3.M,Grade 6,6,6,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Make a personal commitment to avoid persons, places, or activities that encourage violence or delinquency."
Health Education,6.7.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice positive alternatives to using alcohol, tobacco, and other drugs."
Health Education,6.7.1.M,Grade 6,6,6,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Carry out personal and social responsibilities appropriately."
Health Education,6.7.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice ways to resolve conflicts nonviolently."
Health Education,6.7.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice strategies to manage stress."
Health Education,6.7.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice safe use of technology."
Health Education,6.7.3.M,Grade 6,6,6,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice appropriate ways to respect and include others who are different from oneself."
Health Education,6.7.3.S,Grade 6,6,6,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice positive alternatives to gang involvement."
Health Education,6.7.4.M,Grade 6,6,6,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate how to use self-control when angry."
Health Education,6.7.4.S,Grade 6,6,6,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice basic first aid and emergency procedures."
Health Education,6.8.1.A,Grade 6,6,6,"Alcohol, Tobacco, and Other Drugs",8: Health Promotion,"Standard:
Practice effective persuasion skills for encouraging others not to use alcohol, tobacco, and other drugs."
Health Education,"6.8.1.M ",Grade 6,6,6,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Encourage a school environment that is respectful of individual differences."
Health Education,6.8.1.S,Grade 6,6,6,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Support injury prevention at school, at home, and in the community."
Health Education,6.8.2.M,Grade 6,6,6,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Object appropriately to teasing or bullying of peers that is based on personal characteristics and perceived sexual orientation."
Health Education,6.8.2.S,Grade 6,6,6,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Promote a bully-free school and community environment."
Health Education,6.8.3.S,Grade 6,6,6,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Encourage others to practice safe behaviors, including the proper use of safety belts when riding in cars, wearing helmets when riding bicycles, and wearing mouth guards when participating in athletic activities."
Health Education,7-8.1.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the harmful short- and long-term effects of alcohol, tobacco, and other drugs, including steroids, performance-enhancing drugs and inhalants."
Health Education,7-8.1.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain physical, social, and emotional changes associated with adolescence."
Health Education,7-8.1.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Explain positive social behaviors (e.g., helping others, being respectful to others, cooperation, consideration)."
Health Education,7-8.1.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the short- and long-term impact of nutritional choices on health."
Health Education,7-8.1.1.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Describe the importance of health-management strategies (e.g., those involving adequate sleep, ergonomics, sun safety, hearing protection, and self-examination)."
Health Education,7-8.1.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe the differences between physical, verbal, and sexual violence."
Health Education,7-8.1.10.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe the emotional, psychological, and physical consequences of rape and sexual assault."
Health Education,7-8.1.10.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe signs of depression, potential suicide, and other self-destructive behaviors."
Health Education,7-8.1.10.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify the impact of nutrition on chronic disease."
Health Education,7-8.1.10.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify human activities that contribute to environmental challenges (e.g., air, water, and noise pollution)."
Health Education,7-8.1.10.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify basic safety guidelines for emergencies and natural disasters."
Health Education,7-8.1.11.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain why rape and sexual assault should be reported to authorities and trusted adults."
Health Education,7-8.1.11.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe common mental health conditions and why seeking professional help for these conditions is important."
Health Education,7-8.1.11.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Analyze the cognitive and physical benefits of eating breakfast daily."
Health Education,7-8.1.11.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Describe global influences on personal and community health."
Health Education,7-8.1.11.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify ways to prevent climate-related physical conditions such as exhaustion, sunburn, heat stroke, and hypothermia."
Health Education,7-8.1.12.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe responsible prenatal and child care, including California's Safely Surrendered Baby Law.[6]

Footnote:
[6] EC Section 51933(b)(12)."
Health Education,7-8.1.12.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Examine the role of lifelong fitness activities in maintaining personal fitness, blood pressure, weight, and percentage of body fat."
Health Education,7-8.1.12.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify ways to reduce exposure to the sun."
Health Education,7-8.1.12.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain safety hazards associated with Internet usage."
Health Education,7-8.1.13.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Evaluate the benefits to mother, father, and child when teenagers wait until adulthood to become parents."
Health Education,7-8.1.13.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain how to use a Body Mass Index (BMI) score as a tool for measuring general health."
Health Education,7-8.1.13.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain ways to prevent fires and reduce the risk of fire-related injuries."
Health Education,7-8.1.14.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify ways to increase daily physical activity."
Health Education,7-8.1.14.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain ways to reduce the risk of injuries in and around water."
Health Education,7-8.1.15.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain that incorporating daily moderate or vigorous physical activity into one's life does not require a structured exercise plan or special equipment."
Health Education,7-8.1.15.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain ways to reduce the risk of injuries (including oral injuries) that can occur during sports and recreational activities."
Health Education,7-8.1.16.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Differentiate between physical activity and exercise and health-related and skill-related fitness."
Health Education,7-8.1.2.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the relationship between using alcohol, tobacco, and other drugs and engaging in other risky behaviors."
Health Education,7-8.1.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Summarize the human reproduction cycle."
Health Education,7-8.1.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Identify a variety of nonviolent ways to respond when angry or upset."
Health Education,7-8.1.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify nutrients and their relationships to health."
Health Education,7-8.1.2.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify the importance of age-appropriate medical services."
Health Education,7-8.1.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain how witnesses and bystanders can help prevent violence by reporting dangerous situations."
Health Education,7-8.1.3.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the dangers of drug dependence and addiction."
Health Education,7-8.1.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain the effectiveness of abstinence in preventing HIV, other STDs, and unintended pregnancy.[1]

Footnote:
[1]See Education Code (EC) sections 51930(b)(1), 51933(b)(8), and 51934(b)(3)"
Health Education,7-8.1.3.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Identify qualities that contribute to a positive self-image."
Health Education,7-8.1.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Examine the health risks caused by food contaminants."
Health Education,7-8.1.3.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify Standard (Universal) Precautions and why they are important.[27]

Footnote:
[27] See the Glossary for the definitions of Standard and Universal Precautions."
Health Education,7-8.1.3.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe how the presence of weapons increases the risk of serious violent injuries.[25]

Footnote:
[25] See EC Section 49330 and the Glossary for the legal definition of a weapon."
Health Education,7-8.1.4.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the consequences of using alcohol, tobacco, and other drugs during pregnancy, including fetal alcohol spectrum disorders."
Health Education,7-8.1.4.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain how conception occurs, the stages of pregnancy, and the responsibilities associated with parenting."
Health Education,7-8.1.4.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe how emotions change during adolescence."
Health Education,7-8.1.4.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe how to keep food safe through proper food purchasing, preparation, and storage practices."
Health Education,7-8.1.4.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Examine the causes and symptoms of communicable and non-communicable diseases."
Health Education,7-8.1.4.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Discuss the importance of reporting weapon possession.[26]

Footnote:
[26] EC Section 49330."
Health Education,7-8.1.5.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Analyze the harmful effects of using diet pills without physician supervision."
Health Education,7-8.1.5.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain the effectiveness of FDA-approved condoms and other contraceptives in preventing HIV, other STDs, and unintended pregnancy.[2]

Footnote:
[2] EC Section 51933(b)(10), 51934(b)(3)."
Health Education,7-8.1.5.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Recognize diversity among people, including disability, gender, race, sexual orientation, and body size."
Health Education,7-8.1.5.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Differentiate between diets that are health-promoting and diets linked to disease."
Health Education,7-8.1.5.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Discuss the importance of effective personal and dental hygiene practices for preventing illness."
Health Education,7-8.1.5.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain how violence, aggression, bullying, and harassment affect health and safety."
Health Education,7-8.1.6.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the short- and long-term consequences of using alcohol and other drugs to cope with problems."
Health Education,7-8.1.6.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Identify the short- and long-term effects of HIV, AIDS, and other STDs.[3]

Footnote:
[3] EC Section 51934(b)(1)."
Health Education,7-8.1.6.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the changing roles and responsibilities of adolescents as members of a family and community."
