Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Disciplinary Core Idea,Cross Cutting Concept,Science & Engineering Practice,Content Area,Description
Science (CA NGSS),HS-PS1-7,9-12	,9,12,PS1.B: Chemical Reactions,"CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-5: Using Mathematics and Computational Thinking,Physical Science,"Title: HS-PS1 Matter and Its Interactions

Performance Expectation: Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction.  [Clarification Statement: Emphasis is on using mathematical ideas to communicate the proportional relationships between masses of atoms in the reactants and the products, and the translation of these relationships to the macroscopic scale using the mole as the conversion from the atomic to the macroscopic scale. Emphasis is on assessing students' use of mathematical thinking and not on memorization and rote application of problem-solving techniques.] [Assessment Boundary: Assessment does not include complex chemical reactions.]

Disciplinary Core Idea(s):
PS1.B: Chemical Reactions
The fact that atoms are conserved, together with knowledge of the chemical properties of the elements involved, can be used to describe and predict chemical reactions.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Use mathematical representations of phenomena to support claims.

Crosscutting Concepts: Energy and Matter 
The total amount of energy and matter in closed systems is conserved. 

Connections to Nature of Science:

Scientific Knowledge Assumes an Order and Consistency in Natural Systems
Science assumes the universe is a vast single system in which basic laws are consistent.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
Mathematics
MP.2: Reason abstractly and quantitatively.
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS3.B; HS.LS1.C

Articulation across grade-bands: MS.PS1.A; MS.PS1.B; MS.LS1.C; MS.LS2.B; MS.ESS2.A"
Science (CA NGSS),HS-PS1-8,9-12	,9,12,PS1.C: Nuclear Processes,"CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-2: Developing and Using Models,Physical Science,"Title: HS-PS1 Matter and Its Interactions

Performance Expectation: Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay.  [Clarification Statement: Emphasis is on simple qualitative models, such as pictures or diagrams, and on the scale of energy released in nuclear processes relative to other kinds of transformations.] [Assessment Boundary: Assessment does not include quantitative calculation of energy released. Assessment is limited to alpha, beta, and gamma radioactive decays.]

Disciplinary Core Idea(s):
PS1.C: Nuclear Processes 
Nuclear processes, including fusion, fission, and radioactive decays of unstable nuclei, involve release or absorption of energy. The total number of neutrons plus protons does not change in any nuclear process.

Science & Engineering Practices: Developing and Using Models  
Develop a model based on evidence to illustrate the relationships between systems or between components of a system.

Crosscutting Concepts: Energy and Matter 
In nuclear processes, atoms are not conserved, but the total number of protons plus neutrons is conserved.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
Mathematics
MP.4: Model with mathematics.
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS3.A; HS.PS3.B; HS.PS3.C; HS.PS3.D; HS.ESS1.A; HS.ESS1.C

Articulation across grade-bands: MS.PS1.A; MS.PS1.B; MS.ESS2.A"
Science (CA NGSS),HS-PS2-1,9-12	,9,12,PS2.A: Forces and Motion,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-4: Analyzing and Interpreting Data,Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Analyze data to support the claim that Newton's second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.  [Clarification Statement: Examples of data could include tables or graphs of position or velocity as a function of time for objects subject to a net unbalanced force, such as a falling object, an object sliding down a ramp, or a moving object being pulled by a constant force.] [Assessment Boundary: Assessment is limited to one-dimensional motion and to macroscopic objects moving at non-relativistic speeds.]

Disciplinary Core Idea(s):
PS2.A: Forces and Motion
Newton's second law accurately predicts changes in the motion of macroscopic objects.

Science & Engineering Practices: Analyzing and Interpreting Data
Analyze data using tools, technologies, and/or models (e.g., computational, mathematical) in order to make valid and reliable scientific claims or determine an optimal design solution. 

Connections to Nature of Science: 

Science Models, Laws, Mechanisms, and Theories Explain Natural Phenomena
Theories and laws provide explanations in science.
Laws are statements or descriptions of the relationships among observable phenomena.

Crosscutting Concepts: Cause and Effect
Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RST.11-12.1: Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account.
RST.11-12.7: Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem.
WHST.9-12.9: Draw evidence from informational texts to support analysis, reflection, and research.

Mathematics 
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
N-Q.1-3: Reason quantitatively and use units to solve problems.
A-SSE.1.a-b: Interpret expressions that represent a quantity in terms of its context.
A-SSE.3.a-c: Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.
A-CED.1: Create equations and inequalities in one variable and use them to solve problems.
A-CED.2: Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
A-CED.4: Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations.
F-IF.7.a-e: Graph functions expressed symbolically and show key features of the graph, by in hand in simple cases and using technology for more complicated cases.
S-ID.1: Represent data with plots on the real number line (dot plots, histograms, and box plots).

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS3.C; HS.ESS1.A; HS.ESS1.C; HS.ESS2.C 

Articulation across grade-bands: MS.PS2.A; MS.PS3.C"
Science (CA NGSS),HS-PS2-2,9-12	,9,12,PS2.A: Forces and Motion,CCC-4: Systems and Systems Models,SEP-5: Using Mathematics and Computational Thinking,Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.  [Clarification Statement: Emphasis is on the quantitative conservation of momentum in interactions and the qualitative meaning of this principle.] [Assessment Boundary: Assessment is limited to systems of two macroscopic bodies moving in one dimension.]

Disciplinary Core Idea(s):
PS2.A: Forces and Motion
Momentum is defined for a particular frame of reference; it is the mass times the velocity of the object.
If a system interacts with objects outside itself, the total momentum of the system can change; however, any such change is balanced by changes in the momentum of objects outside the system.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Use mathematical representations of phenomena to describe explanations.

Crosscutting Concepts: Systems and System Models
When investigating or describing a system, the boundaries and initial conditions of the system need to be defined.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
Mathematics 
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
N-Q.1-3: Reason quantitatively and use units to solve problems. 
A-CED.1: Create equations and inequalities in one variable and use them to solve problems.
A-CED.2: Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
A-CED.4: Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations.

DCI Connections:
Connections to other DCIs in this grade-band: HS.ESS1.A; HS.ESS1.C 

Articulation across grade-bands: MS.PS2.A; MS.PS3.C"
Science (CA NGSS),HS-PS2-3,9-12	,9,12,"PS2.A: Forces and Motion, ETS1.A: Defining and Delimiting Engineering Problems, ETS1.C: Optimizing the Design Solution",CCC-2: Cause and Effect: Mechanism and Explanation,SEP-6: Constructing Explanations and Designing Solutions,Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Apply science and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.*  [Clarification Statement: Examples of evaluation and refinement could include determining the success of the device at protecting an object from damage and modifying the design to improve it. Examples of a device could include a football helmet or a parachute.] [Assessment Boundary: Assessment is limited to qualitative evaluations and/or algebraic manipulations.]

Disciplinary Core Idea(s):
PS2.A: Forces and Motion
If a system interacts with objects outside itself, the total momentum of the system can change; however, any such change is balanced by changes in the momentum of objects outside the system. 

ETS1.A: Defining and Delimiting Engineering Problems
Criteria and constraints also include satisfying any requirements set by society, such as taking issues of risk mitigation into account, and they should be quantified to the extent possible and stated in such a way that one can tell if a given design meets them. (secondary to HS-PS2-3)

ETS1.C: Optimizing the Design Solution
Criteria may need to be broken down into simpler ones that can be approached systematically, and decisions about the priority of certain criteria over others (trade-offs) may be needed. (secondary to HS-PS2-3)

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Apply scientific ideas to solve a design problem, taking into account possible unanticipated effects.

Crosscutting Concepts: Cause and Effect
Systems can be designed to cause a desired effect.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
WHST.9-12.7: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.

DCI Connections:
Connections to other DCIs in this grade-band: N/A

Articulation across grade-bands: MS.PS2.A; MS.PS3.C"
Science (CA NGSS),HS-PS2-4,9-12	,9,12,PS2.B: Types of Interactions,CCC-1: Patterns,SEP-5: Using Mathematics and Computational Thinking,Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Use mathematical representations of Newton's Law of Gravitation and Coulomb's Law to describe and predict the gravitational and electrostatic forces between objects.  [Clarification Statement: Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.] [Assessment Boundary: Assessment is limited to systems with two objects.]

Disciplinary Core Idea(s):
PS2.B: Types of Interactions
Newton's law of universal gravitation and Coulomb's law provide the mathematical models to describe and predict the effects of gravitational and electrostatic forces between distant objects.
Forces at a distance are explained by fields (gravitational, electric, and magnetic) permeating space that can transfer energy through space. Magnets or electric currents cause magnetic fields; electric charges or changing magnetic fields cause electric fields.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Use mathematical representations of phenomena to describe explanations. 

Connections to Nature of Science: 

Science Models, Laws, Mechanisms, and Theories Explain Natural Phenomena
Theories and laws provide explanations in science.
Laws are statements or descriptions of the relationships among observable phenomena.

Crosscutting Concepts: Patterns
Different patterns may be observed at each of the scales at which a system is studied and can provide evidence for causality in explanations of phenomena.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
Mathematics 
MP.2: Reason abstractly and quantitatively. 
MP.4: Model with mathematics. 
N-Q.1-3: Reason quantitatively and use units to solve problems. 
A-SSE.1.a-b: Interpret expressions that represent a quantity in terms of its context.
A-SSE.3.a-c: Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS3.A; HS.ESS1.A; HS.ESS1.B; HS.ESS1.C; HS.ESS2.C; HS.ESS3.A

Articulation across grade-bands: MS.PS2.B; MS.ESS1.B"
Science (CA NGSS),HS-PS2-5,9-12	,9,12,"PS2.B: Types of Interactions, PS3.A: Definitions of Energy",CCC-2: Cause and Effect: Mechanism and Explanation,SEP-3: Planning and Carrying Out Investigations,Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.  [Assessment Boundary: Assessment is limited to designing and conducting investigations with provided materials and tools.]

Disciplinary Core Idea(s):
PS2.B: Types of Interactions
Forces at a distance are explained by fields (gravitational, electric, and magnetic) permeating space that can transfer energy through space. Magnets or electric currents cause magnetic fields; electric charges or changing magnetic fields cause electric fields.

PS3.A: Definitions of Energy
""Electrical energy"" may mean energy stored in a battery or energy transmitted by electric currents. (secondary to HS-PS2-5)

Science & Engineering Practices: Planning and Carrying Out Investigations
Plan and conduct an investigation individually and collaboratively to produce data to serve as the basis for evidence, and in the design: decide on types, how much, and accuracy of data needed to produce reliable measurements and consider limitations on the precision of the data (e.g., number of trials, cost, risk, time), and refine the design accordingly.

Crosscutting Concepts: Cause and Effect
Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
WHST.9-12.7: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.
WHST.11-12.8: Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.
WHST.9-12.9: Draw evidence from informational texts to support analysis, reflection, and research.

Mathematics
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS3.A; HS.PS4.B; HS.ESS2.A; HS.ESS3.A 

Articulation across grade-bands: MS.PS2.B; MS.ESS1.B"
Science (CA NGSS),HS-PS2-6,9-12	,9,12,"PS1.A: Structure and Properties of Matter, PS2.B: Types of Interactions",CCC-6: Structure and Function,"SEP-8: Obtaining, Evaluating, and Communicating Information",Physical Science,"Title: HS-PS2 Motion and Stability: Forces and Interactions

Performance Expectation: Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials.*  [Clarification Statement: Emphasis is on the attractive and repulsive forces that determine the functioning of the material. Examples could include why electrically conductive materials are often made of metal, flexible but durable materials are made up of long chained molecules, and pharmaceuticals are designed to interact with specific receptors.] [Assessment Boundary: Assessment is limited to provided molecular structures of specific designed materials.]  

Disciplinary Core Idea(s):
PS1.A: Structure and Properties of Matter
The structure and interactions of matter at the bulk scale are determined by electrical forces within and between atoms. (secondary to HS-PS2-6)

PS2.B: Types of Interactions
Attraction and repulsion between electric charges at the atomic scale explain the structure, properties, and transformations of matter, as well as the contact forces between material objects.

Science & Engineering Practices: Obtaining, Evaluating, and Communicating Information
Communicate scientific and technical information (e.g., about the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically).

Crosscutting Concepts: Structure and Function
Investigating or designing new systems or structures requires a detailed examination of the properties of different materials, the structures of different components, and connections of components to reveal its function and/or solve a problem.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RST.11-12.1: Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account. 
WHST.9-10.2: Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes.
WHST.11-12.2: Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes.

Mathematics
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: N/A

Articulation across grade-bands: MS.PS1.A; MS.PS2.B"
Science (CA NGSS),HS-PS3-1,9-12	,9,12,"PS3.A: Definitions of Energy, PS3.B: Conservation of Energy and Energy Transfer",CCC-4: Systems and Systems Models,SEP-5: Using Mathematics and Computational Thinking,Physical Science,"Title: HS-PS3 Energy

Performance Expectation: Create a computational model to calculate the change in the energy of one component in a system when the change in energy of the other component(s) and energy flows in and out of the system are known.  [Clarification Statement: Emphasis is on explaining the meaning of mathematical expressions used in the model.] [Assessment Boundary: Assessment is limited to basic algebraic expressions or computations; to systems of two or three components; and to thermal energy, kinetic energy, and/or the energies in gravitational, magnetic, or electric fields.]

Disciplinary Core Idea(s):
PS3.A: Definitions of Energy
Energy is a quantitative property of a system that depends on the motion and interactions of matter and radiation within that system. That there is a single quantity called energy is due to the fact that a system's total energy is conserved, even as, within the system, energy is continually transferred from one object to another and between its various possible forms.

PS3.B: Conservation of Energy and Energy Transfer
Conservation of energy means that the total change of energy in any system is always equal to the total energy transferred into or out of the system.
Energy cannot be created or destroyed, but it can be transported from one place to another and transferred between systems.
Mathematical expressions, which quantify how the stored energy in a system depends on its configuration (e.g. relative positions of charged particles, compression of a spring) and how kinetic energy depends on mass and speed, allow the concept of conservation of energy to be used to predict and describe system behavior.
The availability of energy limits what can occur in any system.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Create a computational model or simulation of a phenomenon, designed device, process, or system.

Crosscutting Concepts: Systems and System Models
Models can be used to predict the behavior of a system, but these predictions have limited precision and reliability due to the assumptions and approximations inherent in models. 

Connections to Nature of Science:

Scientific Knowledge Assumes an Order and Consistency in Natural Systems
Science assumes the universe is a vast single system in which basic laws are consistent.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
SL.11-12.5: Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS1.B; HS.LS2.B; HS.ESS1.A; HS.ESS2.A

Articulation across grade-bands: MS.PS3.A; MS.PS3.B; MS.ESS2.A"
Science (CA NGSS),HS-PS3-2,9-12	,9,12,PS3.A: Definitions of Energy,"CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-2: Developing and Using Models,Physical Science,"Title: HS-PS3 Energy

Performance Expectation: Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motion of particles (objects) and energy associated with the relative position of particles (objects).  [Clarification Statement: Examples of phenomena at the macroscopic scale could include the conversion of kinetic energy to thermal energy, the energy stored due to position of an object above the earth, and the energy stored between two electrically-charged plates. Examples of models could include diagrams, drawings, descriptions, and computer simulations.]

Disciplinary Core Idea(s):
PS3.A: Definitions of Energy
Energy is a quantitative property of a system that depends on the motion and interactions of matter and radiation within that system. That there is a single quantity called energy is due to the fact that a system's total energy is conserved, even as, within the system, energy is continually transferred from one object to another and between its various possible forms.
At the macroscopic scale, energy manifests itself in multiple ways, such as in motion, sound, light, and thermal energy. 
These relationships are better understood at the microscopic scale, at which all of the different manifestations of energy can be modeled as a combination of energy associated with the motion of particles and energy associated with the configuration (relative position of the particles). In some cases the relative position energy can be thought of as stored in fields (which mediate interactions between particles).

Science & Engineering Practices: Developing and Using Models
Develop and use a model based on evidence to illustrate the relationships between systems or between components of a system.

Crosscutting Concepts: Energy and Matter
Energy cannot be created or destroyed-only moves between one place and another place, between objects and/or fields, or between systems.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
SL.11-12.5: Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS1.A; HS.PS1.B; HS.PS2.B; HS.ESS2.A

Articulation across grade-bands: MS.PS1.A; MS.PS2.B; MS.PS3.A; MS.PS3.C"
Science (CA NGSS),HS-PS3-3,9-12	,9,12,"PS3.A: Definitions of Energy, PS3.D: Energy in Chemical Processes, ETS1.A: Defining and Delimiting Engineering Problems","CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-6: Constructing Explanations and Designing Solutions,Physical Science,"Title: HS-PS3 Energy

Performance Expectation: Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy.*  [Clarification Statement: Emphasis is on both qualitative and quantitative evaluations of devices. Examples of devices could include Rube Goldberg devices, wind turbines, solar cells, solar ovens, and generators. Examples of constraints could include use of renewable energy forms and efficiency.] [Assessment Boundary: Assessment for quantitative evaluations is limited to total output for a given input. Assessment is limited to devices constructed with materials provided to students.]

Disciplinary Core Idea(s):
PS3.A: Definitions of Energy
At the macroscopic scale, energy manifests itself in multiple ways, such as in motion, sound, light, and thermal energy. 

PS3.D: Energy in Chemical Processes 
Although energy cannot be destroyed, it can be converted to less useful forms-for example, to thermal energy in the surrounding environment. 

ETS1.A: Defining and Delimiting Engineering Problems
Criteria and constraints also include satisfying any requirements set by society, such as taking issues of risk mitigation into account, and they should be quantified to the extent possible and stated in such a way that one can tell if a given design meets them. (secondary to HS-PS3-3)

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Design, evaluate, and/or refine a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations.

Crosscutting Concepts: Energy and Matter
Changes of energy and matter in a system can be described in terms of energy and matter flows into, out of, and within that system. 

Connections to Engineering, Technology, and Applications of Science:

Influence of Science, Engineering, and Technology on Society and the Natural World
Modern civilization depends on major technological systems.  Engineers continuously modify these technological systems by applying scientific knowledge and Engineering, Technology, and Applications of Science practices to increase benefits while decreasing costs and risks.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
WHST.9-12.7: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
N-Q.1-3: Reason quantitatively and use units to solve problems.

DCI Connections:
Connections to other DCIs in this grade-band: HS.ESS3.A 

Articulation across grade-bands: MS.PS3.A; MS.PS3.B; MS.ESS2.A"
Science (CA NGSS),HS-PS3-4,9-12	,9,12,"PS3.B: Conservation of Energy and Energy Transfer, PS3.D: Energy in Chemical Processes",CCC-4: Systems and Systems Models,SEP-3: Planning and Carrying Out Investigations,Physical Science,"Title: HS-PS3 Energy

Performance Expectation: Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).  [Clarification Statement: Emphasis is on analyzing data from student investigations and using mathematical thinking to describe the energy changes both quantitatively and conceptually. Examples of investigations could include mixing liquids at different initial temperatures or adding objects at different temperatures to water.] [Assessment Boundary: Assessment is limited to investigations based on materials and tools provided to students.]  

Disciplinary Core Idea(s):
PS3.B: Conservation of Energy and Energy Transfer
Energy cannot be created or destroyed, but it can be transported from one place to another and transferred between systems. 
Uncontrolled systems always evolve toward more stable states-that is, toward more uniform energy distribution (e.g., water flows downhill, objects hotter than their surrounding environment cool down). 

PS3.D: Energy in Chemical Processes 
Although energy cannot be destroyed, it can be converted to less useful forms-for example, to thermal energy in the surrounding environment.

Science & Engineering Practices: Planning and Carrying Out Investigations
Plan and conduct an investigation individually and collaboratively to produce data to serve as the basis for evidence, and in the design: decide on types, how much, and accuracy of data needed to produce reliable measurements and consider limitations on the precision of the data (e.g., number of trials, cost, risk, time), and refine the design accordingly.

Crosscutting Concepts: Systems and System Models
When investigating or describing a system, the boundaries and initial conditions of the system need to be defined and their inputs and outputs analyzed and described using models.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RST.11-12.1: Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account.
WHST.9-12.7: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.
WHST.9-10.8: Gather relevant information from multiple authoritative print and digital resources (primary and secondary), using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.
WHST.11-12.8: Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism overreliance on any one source and following a standard format for citation.
WHST.9-12.9: Draw evidence from informational texts to support analysis, reflection, and research.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics.

DCI Connections:
Connections to other DCIs in this grade-band: HS.ESS1.A; HS.ESS2.A; HS.ESS2.D

Articulation across grade-bands: MS.PS3.B"
Science (CA NGSS),HS-PS3-5,9-12	,9,12,PS3.C: Relationship between Energy and Forces,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-2: Developing and Using Models,Physical Science,"Title: HS-PS3 Energy

Performance Expectation: Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.  [Clarification Statement: Examples of models could include drawings, diagrams, and texts, such as drawings of what happens when two charges of opposite polarity are near each other.] [Assessment Boundary: Assessment is limited to systems containing two objects.]

Disciplinary Core Idea(s):
PS3.C: Relationship Between Energy and Forces
When two objects interacting through a field change relative position, the energy stored in the field is changed.

Science & Engineering Practices: Developing and Using Models
Develop and use a model based on evidence to illustrate the relationships between systems or between components of a system.

Crosscutting Concepts: Cause and Effect
Cause and effect relationships can be suggested and predicted for complex natural and human designed systems by examining what is known about smaller scale mechanisms within the system.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
WHST.9-12.7: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.
WHST.9-10.8: Gather relevant information from multiple authoritative print and digital resources (primary and secondary), using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.
WHST.11-12.8: Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism overreliance on any one source and following a standard format for citation.
WHST.9-12.9: Draw evidence from informational texts to support analysis, reflection, and research.
SL.11-12.5: Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics.

DCI Connections:
Connections to other DCIs in this grade-band: HS.PS2.B 

Articulation across grade-bands: MS.PS2.B; MS.PS3.C"
Science (CA NGSS),HS-PS4-1,9-12	,9,12,PS4.A: Wave Properties,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-5: Using Mathematics and Computational Thinking,Physical Science,"Title: HS-PS4 Waves and Their Applications in Technologies for Information Transfer

Performance Expectation: Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media.  [Clarification Statement: Examples of data could include electromagnetic radiation traveling in a vacuum and glass, sound waves traveling through air and water, and seismic waves traveling through the earth.] [Assessment Boundary: Assessment is limited to algebraic relationships and describing those relationships qualitatively.]

Disciplinary Core Idea(s):
PS4.A: Wave Properties
The wavelength and frequency of a wave are related to one another by the speed of travel of the wave, which depends on the type of wave and the medium through which it is passing.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Use mathematical representations of phenomena or design solutions to describe and/or support claims and/or explanations.

Crosscutting Concepts: Cause and Effect
Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RST.11-12.7: Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem. 

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
A-SSE.1.a-b: Interpret expressions that represent a quantity in terms of its context.
A-SSE.3.a-c: Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.
A.CED.4: Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations.

DCI Connections:
Connections to other DCIs in this grade-band: HS.ESS2.A 

Articulation across grade-bands: MS.PS4.A; MS.PS4.B"
